locality,state,location,lon,lat
McGuire,IA,"McGuire, IA",-95.54456049999999,42.49021399999999
Miescatine,IA,"Miescatine, IA",-91.0432051,41.424473
Monticello,IA,"Monticello, IA",-91.18709369999999,42.23833510000001
Mt. Pleasant,IA,"Mt. Pleasant, IA",-91.54877139999999,40.9716959
Mt. Vernon,IA,"Mt. Vernon, IA",-91.4168371,41.9219522
Nevada,IA,"Nevada, IA",-93.4523014,42.0227184
Onawa,IA,"Onawa, IA",-96.0972376,42.0266548
Osage,IA,"Osage, IA",-92.8190838,43.2841382
Oskaloosa,IA,"Oskaloosa, IA",-92.6493595,41.2916728
Oswego,IA,"Oswego, IA",-76.543438,43.450851
Ottumwa,IA,"Ottumwa, IA",-92.40830220000001,41.01602930000001
Pella,IA,"Pella, IA",-92.91640500000001,41.4080327
Salem,IA,"Salem, IA",-91.6201612,40.85280849999999
Sandyville,IA,"Sandyville, IA",-93.38632199999999,41.3708263
Sigourney,IA,"Sigourney, IA",-92.20462549999999,41.3333445
Sioux City,IA,"Sioux City, IA",-96.40030689999999,42.4999942
St. Sebald,IA,"St. Sebald, IA",-91.54597869999999,42.7383174
Tabor,IA,"Tabor, IA",-95.6713891,40.8983329
Trenton,IA,"Trenton, IA",-91.63738599999999,41.0616912
Vinton,IA,"Vinton, IA",-92.01856509999999,42.1646477
Waterloo,IA,"Waterloo, IA",-92.34257749999999,42.492786
Waukon,IA,"Waukon, IA",-91.47569500000002,43.2694208
Waverly,IA,"Waverly, IA",-92.4668511,42.7272032
West Point,IA,"West Point, IA",-91.4501542,40.71670390000001
Western college,IA,"Western college, IA",-95.801108,41.272829
Western College,IA,"Western College, IA",-95.801108,41.272829
Western College?,IA,"Western College?, IA",-95.801108,41.272829
Wilton,IA,"Wilton, IA",-91.01681789999999,41.5889154
Boise City,ID,"Boise City, ID",-116.2146068,43.6187102
Ft. Boise,ID,"Ft. Boise, ID",-116.1919373,43.6146909
Ft. Hall,ID,"Ft. Hall, ID",-112.4383131,43.0332482
Ft. Lapwai,ID,"Ft. Lapwai, ID",-116.8227368,46.4475305
Abingdon,IL,"Abingdon, IL",-90.4017954,40.8044833
Albany,IL,"Albany, IL",-90.2192941,41.78947480000001
Albion,IL,"Albion, IL",-88.0561465,38.37754839999999
Alton,IL,"Alton, IL",-90.1842764,38.8906038
Amboy,IL,"Amboy, IL",-89.3287061,41.71419969999999
Anna,IL,"Anna, IL",-89.2470282,37.4603274
Asbley,IL,"Asbley, IL",-89.19090969999999,38.3294942
Atlanta,IL,"Atlanta, IL",-89.2334236,40.2594846
Atlas,IL,"Atlas, IL",-90.9695778,39.5139357
Aurora,IL,"Aurora, IL",-88.32007150000001,41.7605849
Batavia,IL,"Batavia, IL",-88.3125738,41.8500284
Belleville,IL,"Belleville, IL",-89.9839935,38.5200504
Belvidere,IL,"Belvidere, IL",-88.84426739999999,42.2639098
Bement,IL,"Bement, IL",-88.572008,39.9219782
Bloomington,IL,"Bloomington, IL",-88.99368729999999,40.4842027
Bourbonnais Grove,IL,"Bourbonnais Grove, IL",-87.88675049999999,41.1580951
Buda,IL,"Buda, IL",-89.6789874,41.3261476
Bunker Hill,IL,"Bunker Hill, IL",-89.951769,39.04282389999999
Bushnell,IL,"Bushnell, IL",-90.50624,40.5528183
Cairo,IL,"Cairo, IL",-89.1764608,37.0053293
Cambridge,IL,"Cambridge, IL",-90.1928971,41.3036472
Canton,IL,"Canton, IL",-90.03511669999999,40.5580945
Carbandale,IL,"Carbandale, IL",-89.2167501,37.7272727
Carbondale,IL,"Carbondale, IL",-89.2167501,37.7272727
Carlinville,IL,"Carlinville, IL",-89.8817662,39.27976990000001
Carlyle,IL,"Carlyle, IL",-89.3725796,38.6103264
Carpentersville,IL,"Carpentersville, IL",-88.2578582,42.1211364
Carrollton,IL,"Carrollton, IL",-90.4070632,39.3022693
Carthage,IL,"Carthage, IL",-91.1362537,40.416433
Cedarville,IL,"Cedarville, IL",-89.6331727,42.3758493
Centralia,IL,"Centralia, IL",-89.1316944,38.5285169
Champaign,IL,"Champaign, IL",-88.2433829,40.1164204
chicago,IL,"chicago, IL",-87.6297982,41.8781136
Chicago,IL,"Chicago, IL",-87.6297982,41.8781136
Clay City,IL,"Clay City, IL",-88.35421199999999,38.6886589
Columbia,IL,"Columbia, IL",-90.2012239,38.44366369999999
Danvers,IL,"Danvers, IL",-89.1773055,40.5294818
Danville,IL,"Danville, IL",-87.6300207,40.124481
Decatur,IL,"Decatur, IL",-88.9548001,39.8403147
Dixon,IL,"Dixon, IL",-89.47954779999999,41.8389213
Don Quoin,IL,"Don Quoin, IL",-89.2366679,37.9952147
Dwight,IL,"Dwight, IL",-88.42505969999999,41.0944767
E. St. Louis,IL,"E. St. Louis, IL",-90.1506465,38.624514
Earlville,IL,"Earlville, IL",-88.9220265,41.5894754
East Cambridge,IL,"East Cambridge, IL",-90.1928971,41.3036472
East St. Louis,IL,"East St. Louis, IL",-90.1506465,38.624514
Eden,IL,"Eden, IL",-89.667598,38.1206055
Edgington,IL,"Edgington, IL",-90.763753,41.3869765
Edwardsville,IL,"Edwardsville, IL",-89.95315699999999,38.8114364
El Paso,IL,"El Paso, IL",-89.0164626,40.7392017
Elgin,IL,"Elgin, IL",-88.2825668,42.0354084
Elmhurst,IL,"Elmhurst, IL",-87.9403418,41.8994744
Elmira,IL,"Elmira, IL",-89.83177099999999,41.1797593
Elmore,IL,"Elmore, IL",-89.97705649999999,40.9567039
Elmwood,IL,"Elmwood, IL",-89.9665017,40.7778151
Erving,IL,"Erving, IL",-89.4045304,39.2058801
Ethel,IL,"Ethel, IL",-89.68321639999999,38.7392056
Eureka,IL,"Eureka, IL",-89.2728627,40.7214251
Evanston,IL,"Evanston, IL",-87.68769689999999,42.0450722
Fayetteville,IL,"Fayetteville, IL",-89.7953771,38.3775489
Flora,IL,"Flora, IL",-88.4856042,38.6689364
Freeburg,IL,"Freeburg, IL",-89.913714,38.4275499
Freedom,IL,"Freedom, IL",-89.9066314,42.1374707
Freeport,IL,"Freeport, IL",-89.6212271,42.2966861
Friendsville,IL,"Friendsville, IL",-87.8164189,38.5031038
Fulton,IL,"Fulton, IL",-90.1595705,41.8672508
Galena,IL,"Galena, IL",-90.4290168,42.4166744
Galesburg,IL,"Galesburg, IL",-90.3712395,40.94781580000001
Galessburg,IL,"Galessburg, IL",-90.3712395,40.94781580000001
Genesco,IL,"Genesco, IL",-90.1542848,41.4480902
Genesee,IL,"Genesee, IL",-89.7942892,41.899614
Geneseo,IL,"Geneseo, IL",-90.1542848,41.4480902
Geneva,IL,"Geneva, IL",-88.3053525,41.8875281
Gilman,IL,"Gilman, IL",-87.992262,40.7667015
Greenville,IL,"Greenville, IL",-89.41313559999999,38.8922687
Griggsville,IL,"Griggsville, IL",-90.7245722,39.7089361
Havana,IL,"Havana, IL",-90.0609506,40.3000428
Highlang,IL,"Highlang, IL",-89.6712008,38.7394918
Hillsboro,IL,"Hillsboro, IL",-89.4936989,39.1611586
Hoopeston,IL,"Hoopeston, IL",-87.6683573,40.4672587
Hyde Park,IL,"Hyde Park, IL",-87.590701,41.794295
Irvington,IL,"Irvington, IL",-89.16285119999999,38.4392162
Jacksonville,IL,"Jacksonville, IL",-90.2290098,39.733936
Joliet,IL,"Joliet, IL",-88.0817251,41.525031
Joliet?,IL,"Joliet?, IL",-88.0817251,41.525031
Kankakee,IL,"Kankakee, IL",-87.8611531,41.1200325
Kaskaskia,IL,"Kaskaskia, IL",-89.91316429999999,37.9214413
Kewanee,IL,"Kewanee, IL",-89.9248303,41.2455927
Knoxville,IL,"Knoxville, IL",-90.28484759999999,40.9083715
La Salle,IL,"La Salle, IL",-89.0418249,41.3621503
LaSalle,IL,"LaSalle, IL",-89.0418249,41.3621503
Lawrence County,IL,"Lawrence County, IL",-87.77633329999999,38.7157534
Lebanon,IL,"Lebanon, IL",-89.80731949999999,38.6039375
Leroy,IL,"Leroy, IL",-88.764237,40.3519795
Lewistown?,IL,"Lewistown?, IL",-90.1548421,40.3930973
Lincoln,IL,"Lincoln, IL",-89.3648183,40.1483768
Lincoln?,IL,"Lincoln?, IL",-89.3648183,40.1483768
Loda,IL,"Loda, IL",-88.0719857,40.5175349
Maroa,IL,"Maroa, IL",-88.957026,40.0364257
Mascoutah,IL,"Mascoutah, IL",-89.793154,38.490327
Maywood,IL,"Maywood, IL",-87.8431155,41.8791979
McLeansboro,IL,"McLeansboro, IL",-88.53560759999999,38.0933811
Mendota,IL,"Mendota, IL",-89.11758510000001,41.5472547
Metamora,IL,"Metamora, IL",-89.36064329999999,40.7905919
Metropolis,IL,"Metropolis, IL",-88.73199790000001,37.1511655
Moline,IL,"Moline, IL",-90.51513419999999,41.5067003
Monmouth,IL,"Monmouth, IL",-90.64735759999999,40.9114271
Monticello,IL,"Monticello, IL",-88.57339789999999,40.0278116
Morgan Park,IL,"Morgan Park, IL",-87.6690026,41.6878395
Morris,IL,"Morris, IL",-88.4211785,41.357254
Mount Carroll,IL,"Mount Carroll, IL",-89.9781797,42.0950233
Mount Morris,IL,"Mount Morris, IL",-89.43122009999999,42.0503062
Mt. Carmel,IL,"Mt. Carmel, IL",-87.7614174,38.4108801
Mt. Vernon,IL,"Mt. Vernon, IL",-88.9031201,38.3172714
Nashville,IL,"Nashville, IL",-89.3806398,38.3436612
Nauvoo,IL,"Nauvoo, IL",-91.3848749,40.550042
Neponset,IL,"Neponset, IL",-89.7903802,41.29587
New Athens,IL,"New Athens, IL",-89.8770468,38.3264383
Normal,IL,"Normal, IL",-88.9906312,40.5142026
Olney,IL,"Olney, IL",-88.0853154,38.7308811
Onarga,IL,"Onarga, IL",-88.0061509,40.71503500000001
Onargo,IL,"Onargo, IL",-88.0061509,40.71503500000001
Oquawka,IL,"Oquawka, IL",-90.9470863,40.931982
Origon,IL,"Origon, IL",-89.3323279,42.0147513
Ottawa,IL,"Ottawa, IL",-88.8425769,41.3455892
Ouimay?,IL,"Ouimay?, IL",-88.07505239999999,41.7601214
Paddock's Grove,IL,"Paddock's Grove, IL",-88.2194786,42.450301
Pana,IL,"Pana, IL",-89.0800809,39.3889311
Paxton,IL,"Paxton, IL",-88.0953201,40.4603125
Pekin,IL,"Pekin, IL",-89.640658,40.5675388
Pekin?,IL,"Pekin?, IL",-89.640658,40.5675388
Peoria,IL,"Peoria, IL",-89.5889864,40.6936488
Peru,IL,"Peru, IL",-89.1289728,41.3275349
Petersburg,IL,"Petersburg, IL",-89.8481652,40.0117151
Pittsfield,IL,"Pittsfield, IL",-90.8051289,39.6078254
Plainfield / Napierville,IL,"Plainfield / Napierville, IL",-88.1673015,41.7161312
Polo,IL,"Polo, IL",-89.57927819999999,41.986141
Pontiac,IL,"Pontiac, IL",-88.62978389999999,40.8808666
Quincy,IL,"Quincy, IL",-91.4098726,39.9356016
Randolph County,IL,"Randolph County, IL",-89.77553379999999,38.0629321
Rantoul,IL,"Rantoul, IL",-88.1558785,40.3083672
Renault,IL,"Renault, IL",-90.13400229999999,38.1536637
Ridge Farm,IL,"Ridge Farm, IL",-87.65196689999999,39.8955918
Robin's Nest,IL,"Robin's Nest, IL",-89.067905,37.7518999
Rock Island,IL,"Rock Island, IL",-90.5787476,41.5094771
Rockford,IL,"Rockford, IL",-89.0939952,42.2711311
Roseville,IL,"Roseville, IL",-90.6645784,40.7322617
Rushville,IL,"Rushville, IL",-90.56318290000002,40.1211577
Salem,IL,"Salem, IL",-88.9456158,38.6269929
Salena,IL,"Salena, IL",-90.4290168,42.4166744
Salina,IL,"Salina, IL",-88.0705319,41.1642751
Sandwich,IL,"Sandwich, IL",-88.6217432,41.6458634
Seales Mound?,IL,"Seales Mound?, IL",-90.2528701,42.47588229999999
Shawneetown,IL,"Shawneetown, IL",-88.1867027,37.713102
Smithton,IL,"Smithton, IL",-89.9920501,38.40866159999999
Sparta,IL,"Sparta, IL",-89.70176579999999,38.1231053
Spring Bay,IL,"Spring Bay, IL",-89.5223152,40.8244814
Springfield,IL,"Springfield, IL",-89.6501481,39.78172130000001
St. Anne,IL,"St. Anne, IL",-87.7181619,41.0229518
St. Charles,IL,"St. Charles, IL",-88.3086867,41.9141945
Sterling,IL,"Sterling, IL",-89.69621939999999,41.788642
Streator,IL,"Streator, IL",-88.835352,41.12086679999999
Sycamore,IL,"Sycamore, IL",-88.6867538,41.9889173
Teutapolis,IL,"Teutapolis, IL",-88.4719918,39.1330967
Tiskilwa,IL,"Tiskilwa, IL",-89.506204,41.292259
Tuscola,IL,"Tuscola, IL",-88.28310379999999,39.7991985
Upper Alton,IL,"Upper Alton, IL",-90.1576276,38.91448219999999
Urbana,IL,"Urbana, IL",-88.2072697,40.1105875
Vila Ridge,IL,"Vila Ridge, IL",-89.1947983,37.1586618
Villa Ridge,IL,"Villa Ridge, IL",-89.1947983,37.1586618
Virginia,IL,"Virginia, IL",-90.2123426,39.9511595
Warsaw,IL,"Warsaw, IL",-91.43459779999999,40.35921099999999
Washington,IL,"Washington, IL",-89.4073123,40.7036482
Waterloo,IL,"Waterloo, IL",-90.14983409999999,38.3358857
Watseka,IL,"Watseka, IL",-87.7364218,40.7761465
Waukegan,IL,"Waukegan, IL",-87.84479379999999,42.3636331
Westfield,IL,"Westfield, IL",-87.996146,39.4564247
Wheaton,IL,"Wheaton, IL",-88.1070127,41.8661403
Woodstock,IL,"Woodstock, IL",-88.44870209999999,42.3147436
Yorkville,IL,"Yorkville, IL",-88.44729480000001,41.6411409
NA,IL,"NA, IL",-87.6284094,41.8977357
Abilene,KS,"Abilene, KS",-97.2139094,38.9172216
Atchison,KS,"Atchison, KS",-95.12163559999999,39.5630521
Balwin City,KS,"Balwin City, KS",-95.1863603,38.775007
Blue Rapids,KS,"Blue Rapids, KS",-96.65973869999999,39.6819447
Burlingame,KS,"Burlingame, KS",-95.8349868,38.7538946
Burlington,KS,"Burlington, KS",-95.74276410000002,38.1944667
Cawker City,KS,"Cawker City, KS",-98.4343907,39.5094301
Chetopa City,KS,"Chetopa City, KS",-95.0899613,37.0372916
Coal Creek,KS,"Coal Creek, KS",-97.47348319999999,39.060431
Emporia,KS,"Emporia, KS",-96.18166260000001,38.403903
Eudora,KS,"Eudora, KS",-95.09858070000001,38.9433372
Fort Riley,KS,"Fort Riley, KS",-96.80997719999999,39.110058
Fort Wallace,KS,"Fort Wallace, KS",-101.582818,38.910241
Ft. Dodge,KS,"Ft. Dodge, KS",-99.9354098,37.7319646
Ft. Harken,KS,"Ft. Harken, KS",NA,NA
Ft. Hays,KS,"Ft. Hays, KS",-99.341484,38.862995
Ft. Leavenworth,KS,"Ft. Leavenworth, KS",-94.9201422,39.3615792
Gardner,KS,"Gardner, KS",-94.9271868,38.8108408
Girard,KS,"Girard, KS",-94.8380215,37.5111596
Highland,KS,"Highland, KS",-95.26969849999999,39.8597208
Junction City,KS,"Junction City, KS",-96.83139779999999,39.0286093
Keavenworth,KS,"Keavenworth, KS",-94.9224637,39.3111112
Lansing,KS,"Lansing, KS",-94.90024129999999,39.2486126
Lawrence,KS,"Lawrence, KS",-95.2352501,38.9716689
Leavenworth,KS,"Leavenworth, KS",-94.9224637,39.3111112
Manhattan,KS,"Manhattan, KS",-96.57166939999999,39.18360819999999
Marysville,KS,"Marysville, KS",-96.64724199999999,39.8411129
Olathe,KS,"Olathe, KS",-94.81912849999999,38.8813958
Ottawa,KS,"Ottawa, KS",-95.2686366,38.615768
Paola,KS,"Paola, KS",-94.8791294,38.5722353
Peabody Twp.,KS,"Peabody Twp., KS",-97.10638399999999,38.1670918
Seneca,KS,"Seneca, KS",-96.06416759999999,39.834165
St. Mary's,KS,"St. Mary's, KS",-96.0711041,39.194164
Topeka,KS,"Topeka, KS",-95.68901849999999,39.0558235
Vimland,KS,"Vimland, KS",-95.18219350000001,38.83945
Wathena,KS,"Wathena, KS",-94.94969069999999,39.7591606
Wyandotte,KS,"Wyandotte, KS",-94.7691586,39.0986811
NA,KS,"NA, KS",-98.4842465,39.011902
Ashland,KY,"Ashland, KY",-82.63793869999999,38.4784144
Augusta,KY,"Augusta, KY",-84.0057628,38.7717376
Bardstown,KY,"Bardstown, KY",-85.46690249999999,37.8092279
Berea,KY,"Berea, KY",-84.2963223,37.568694
Bowling Green,KY,"Bowling Green, KY",-86.4808043,36.9685219
Burlington,KY,"Burlington, KY",-84.7241133,39.02756
Campbellsville,KY,"Campbellsville, KY",-85.3419069,37.3433974
Carrollton,KY,"Carrollton, KY",-85.1793979,38.68089579999999
Carrolton,KY,"Carrolton, KY",-85.1793979,38.68089579999999
Catlettsburg,KY,"Catlettsburg, KY",-82.60043689999999,38.4048042
Cecilian,KY,"Cecilian, KY",-85.9566304,37.6658962
Clinton,KY,"Clinton, KY",-88.9933965,36.6672813
Columbia,KY,"Columbia, KY",-85.3063504,37.102841
Covington,KY,"Covington, KY",-84.5085536,39.0836712
Cynthiana,KY,"Cynthiana, KY",-84.2941013,38.3903526
Danville,KY,"Danville, KY",-84.77217019999999,37.6456329
Elizabethtown,KY,"Elizabethtown, KY",-85.8649408,37.7030646
Eminence,KY,"Eminence, KY",-85.1805105,38.3700683
Falmouth,KY,"Falmouth, KY",-84.3302142,38.6767372
Farmdale,KY,"Farmdale, KY",-84.91661769999999,38.1095175
Frankfort,KY,"Frankfort, KY",-84.87328350000001,38.2009055
Frankfort?,KY,"Frankfort?, KY",-84.87328350000001,38.2009055
Frankfurt,KY,"Frankfurt, KY",-84.87328350000001,38.2009055
Fredericksburg,KY,"Fredericksburg, KY",-84.89290729999999,38.7795634
Garnettsville,KY,"Garnettsville, KY",-86.0280868,37.9230993
Georgetown,KY,"Georgetown, KY",-84.55883109999999,38.2097967
Germantown,KY,"Germantown, KY",-83.9646491,38.65479500000001
Glascow,KY,"Glascow, KY",-85.91192149999999,36.9958839
Glasgow,KY,"Glasgow, KY",-85.91192149999999,36.9958839
Greenville,KY,"Greenville, KY",-87.1788854,37.2011539
Harrodsburg,KY,"Harrodsburg, KY",-84.8432852,37.762298
Harrodsbury,KY,"Harrodsbury, KY",-84.8432852,37.762298
Henderson,KY,"Henderson, KY",-87.59001339999999,37.8361538
Hopkinsvile,KY,"Hopkinsvile, KY",-87.4886186,36.8656008
Hopkinsville,KY,"Hopkinsville, KY",-87.4886186,36.8656008
Howlett,KY,"Howlett, KY",-86.4282633,36.9671412
Jeffersontown,KY,"Jeffersontown, KY",-85.5644033,38.1942356
Lagrange,KY,"Lagrange, KY",-85.37884679999999,38.4075666
Lancaster,KY,"Lancaster, KY",-84.5779957,37.6195246
Lebanon,KY,"Lebanon, KY",-85.2527381,37.5697868
Leesburg,KY,"Leesburg, KY",-84.4182714,38.2945189
Lexington,KY,"Lexington, KY",-84.5037164,38.0405837
London,KY,"London, KY",-84.08326459999999,37.1289771
Louisville,KY,"Louisville, KY",-85.7584557,38.2526647
Louisvillle,KY,"Louisvillle, KY",-85.7584557,38.2526647
Madison,KY,"Madison, KY",-84.3121264,37.7143001
Manchester,KY,"Manchester, KY",-83.7618641,37.1537007
Maysville,KY,"Maysville, KY",-83.744365,38.6411854
Millersburg,KY,"Millersburg, KY",-84.14742969999999,38.30202
Morganfield,KY,"Morganfield, KY",-87.9166915,37.6833776
Mount Sterling,KY,"Mount Sterling, KY",-83.9432556,38.0564679
Mount Vernon,KY,"Mount Vernon, KY",-84.3404919,37.3528615
Mt. Sterling,KY,"Mt. Sterling, KY",-83.9432556,38.0564679
Munfordsville,KY,"Munfordsville, KY",-85.8910819,37.2722751
Murray,KY,"Murray, KY",-88.31476099999999,36.6103334
Near Princeton,KY,"Near Princeton, KY",-87.8819594,37.1092162
New Castle,KY,"New Castle, KY",-85.16967679999999,38.4334003
New Liberty,KY,"New Liberty, KY",-84.9066156,38.6158987
Newport,KY,"Newport, KY",-84.4957757,39.091449
Paducah,KY,"Paducah, KY",-88.6000478,37.0833893
Paintsville,KY,"Paintsville, KY",-82.8071054,37.814538400000004
Paris,KY,"Paris, KY",-84.2529869,38.2097987
Pervee? Valley,KY,"Pervee? Valley, KY",NA,NA
Pewee Valley,KY,"Pewee Valley, KY",-85.4874595,38.3106248
Princeton,KY,"Princeton, KY",-87.8819594,37.1092162
Rabbit Hash,KY,"Rabbit Hash, KY",-84.8471711,38.9414494
Richmond,KY,"Richmond, KY",-84.2946539,37.7478572
Russellville,KY,"Russellville, KY",-86.887219,36.8453199
Shelbyville,KY,"Shelbyville, KY",-85.2235666,38.2120144
South Union,KY,"South Union, KY",-86.6563839,36.8764307
Speedwell,KY,"Speedwell, KY",-84.17520739999999,37.6742481
Springfield,KY,"Springfield, KY",-85.2221819,37.6853413
Stanford,KY,"Stanford, KY",-84.6618876,37.5311901
Versailles,KY,"Versailles, KY",-84.7299464,38.05257599999999
Washington,KY,"Washington, KY",-83.80849719999999,38.6161549
Winchester,KY,"Winchester, KY",-84.17965029999999,37.990079
Alexandria,LA,"Alexandria, LA",-92.4451371,31.3112936
Algiers,LA,"Algiers, LA",-90.0139908,29.9220105
Baton Rouge,LA,"Baton Rouge, LA",-91.1403196,30.4582829
Bellview,LA,"Bellview, LA",-118.266839,34.0730461
Bringiers,LA,"Bringiers, LA",-90.02155739999999,29.9373651
Donaldsonville,LA,"Donaldsonville, LA",-90.9928773,30.1010323
Fort Pike,LA,"Fort Pike, LA",-89.7371155,30.1662457
Franklin,LA,"Franklin, LA",-91.5015002,29.7960399
Grand Coteau,LA,"Grand Coteau, LA",-92.04650869999999,30.4199203
Jackson,LA,"Jackson, LA",-91.2176087,30.8374036
Mansfield,LA,"Mansfield, LA",-93.70018189999999,32.0376629
Monroe,LA,"Monroe, LA",-92.1193012,32.5093109
Mt. Lebanon,LA,"Mt. Lebanon, LA",-93.04905079999999,32.5037644
new orleans,LA,"new orleans, LA",-90.0715323,29.95106579999999
New Orleans,LA,"New Orleans, LA",-90.0715323,29.95106579999999
Osyka,LA,"Osyka, LA",-90.4723178,31.0068453
St. James,LA,"St. James, LA",-90.7913227,30.0179292
Thibodaux,LA,"Thibodaux, LA",-90.82287099999999,29.7957633
Washington,LA,"Washington, LA",-92.057063,30.6163073
NA,LA,"NA, LA",-95.8897216,36.0736331
Abington,MA,"Abington, MA",-70.9453218,42.1048228
Adams,MA,"Adams, MA",-73.1174344,42.6242251
Amesbury,MA,"Amesbury, MA",-70.93003759999999,42.85839250000001
Amherst,MA,"Amherst, MA",-72.5198537,42.3732216
Andover,MA,"Andover, MA",-71.1367953,42.6583356
Arlington,MA,"Arlington, MA",-71.1564729,42.4153925
Ashburnham,MA,"Ashburnham, MA",-71.90973939999999,42.635545
Ashby,MA,"Ashby, MA",-71.81871389999999,42.6772767
Ashfield,MA,"Ashfield, MA",-72.788426,42.5264745
Athol,MA,"Athol, MA",-72.2267383,42.59593290000001
Attleboro,MA,"Attleboro, MA",-71.2856082,41.94454409999999
Attleborough,MA,"Attleborough, MA",-71.2856082,41.94454409999999
Auburn,MA,"Auburn, MA",-71.8356271,42.1945385
Ayer,MA,"Ayer, MA",-71.58990539999999,42.5611947
Barnstable,MA,"Barnstable, MA",-70.3002024,41.7003208
Barre,MA,"Barre, MA",-72.10510020000001,42.4229047
Belchertown,MA,"Belchertown, MA",-72.4008884,42.2770346
Belmont,MA,"Belmont, MA",-71.1776114,42.3956405
Berkley,MA,"Berkley, MA",-71.08282220000001,41.8459347
Berlin,MA,"Berlin, MA",-71.63701209999999,42.3812039
Bernardston,MA,"Bernardston, MA",-72.5483277,42.6710048
Beverly,MA,"Beverly, MA",-70.880049,42.5584283
Beverly Farms,MA,"Beverly Farms, MA",-70.81060289999999,42.5639842
Billerica,MA,"Billerica, MA",-71.2689461,42.5584218
Blackinton,MA,"Blackinton, MA",-71.28987699999999,41.950382
Blackstone,MA,"Blackstone, MA",-71.53678599999999,42.0418415
Bolton,MA,"Bolton, MA",-71.6078449,42.43342579999999
Boston,MA,"Boston, MA",-71.0588801,42.3600825
Boxford,MA,"Boxford, MA",-70.996726,42.6611604
Boylston Centre,MA,"Boylston Centre, MA",-71.7350703,42.35287049999999
Bradford,MA,"Bradford, MA",-71.0758905,42.7695348
Braintree,MA,"Braintree, MA",-71.0040013,42.2079017
Brewster,MA,"Brewster, MA",-70.0827905,41.7600902
Bridgewater,MA,"Bridgewater, MA",-70.9750541,41.9903519
Brighton,MA,"Brighton, MA",-71.1626756,42.3463503
Brimfield,MA,"Brimfield, MA",-72.2005059,42.1225482
Brockton,MA,"Brockton, MA",-71.0183787,42.0834335
Brookfield,MA,"Brookfield, MA",-72.1022991,42.2139817
Brookline,MA,"Brookline, MA",-71.1211635,42.33176419999999
Burlington,MA,"Burlington, MA",-71.1956205,42.5047161
Cambridge,MA,"Cambridge, MA",-71.10973349999999,42.3736158
Cambridgeport,MA,"Cambridgeport, MA",-71.1077157,42.3595761
Canton,MA,"Canton, MA",-71.1447732,42.1584324
Carlisle,MA,"Carlisle, MA",-71.3495046,42.5292597
Charleston,MA,"Charleston, MA",-71.0602131,42.3782065
Charlestown,MA,"Charlestown, MA",-71.0602131,42.3782065
Charlton,MA,"Charlton, MA",-71.970074,42.13565
Chatham,MA,"Chatham, MA",-69.95976639999999,41.6820897
Chelmsford,MA,"Chelmsford, MA",-71.3672838,42.5998139
Chelsea,MA,"Chelsea, MA",-71.0328284,42.3917638
Cheshire,MA,"Cheshire, MA",-73.162881,42.5620278
Chesterfield,MA,"Chesterfield, MA",-72.8398172,42.3917541
Chicopee,MA,"Chicopee, MA",-72.6078672,42.1487043
